text,true_label,predicted_label,is_correct,probability_positive,probability_negative
مبرووك عليك ربي يوفقك,0,0,True,0.0026237234,0.99737626
ياودي ياو فاقو الحمدلله الجزائر فات عليه وين يبان داعش رانا واقفين وعندنا جيش واقف اللهم مالك الحمد يارب بعدونا غير نتم,0,0,True,0.21978213,0.7802179
مالا جيبلنا ختك تفرحناا,1,1,True,0.6169648,0.38303518
خامجه فوحه,1,1,True,0.4235775,0.5764225
اه يا شياتين يا عبيذ ربراب تخموا على انفسكم وما تخموش على الشعب الرزق او بيذ ربي وسوارذ لسرقها من البنوك الجزاءريه راح ذار بيها مشاريع عنذ ماماه فرنسا سوارذ الزوالوله او لذار اخلص,1,1,True,0.94845206,0.051547945
ام كا العاده ديما القمه,0,0,True,0.086302325,0.91369766
الاحرار في كل مكان او متخافش عليهم,0,0,True,0.38534552,0.6146545
عيبهم انهم سرقو صفر دينار لو كانو سرقو الملايير كانو سيكرمون لك الله يا جزاير,0,1,False,0.6065105,0.39348948
نسرق الفرماج من كنت صغيره امشي قودي يا كرفه خساره الكاسكيطه لي فوق راسك ولعلام لي مورا ظهرك يا,1,1,True,0.92319655,0.076803446
هاذا لقيط جبري,1,1,True,0.9320917,0.06790829
wach dekhel matob fi ha chi ayaghyoul ue3ni aghyoul akhirik enta tehan blekwaght,1,1,True,0.818346,0.18165398
ولد عباس تبانلي قريب يخرج,0,0,True,0.37105295,0.628947
نتا باين تبع ماميدو صبوحه نقوشه هادوك درت هاد لميم,1,1,True,0.89706296,0.10293704
زيدلها المازدا,0,0,True,0.30190477,0.6980952
لفاندوفسكي برجلو مركا خمسه في خمس دقايق وهادو 12 دقيقه ممركاوش 😞,0,1,False,0.56243175,0.43756825
بمقابل,0,0,True,0.27501348,0.72498655
روح نيك اختك,1,1,True,0.99930036,0.0006996393
روح يا اويحى يا الحيوان كل الياهورت غير انت اولادك,1,1,True,0.9959668,0.004033208
المهم والاهم تلمس قدمك ارض الشهداء ستدفن كالكلب بلاد الكفار ياكافر,1,1,True,0.82640874,0.17359126
ااه اكبر يسعد ربراب,0,0,True,0.05395517,0.9460448
عشنا وعاش اجدادنا على التمر واللبن وسنعود لهما,0,0,True,0.1975429,0.8024571
او فاقو,0,1,False,0.5613057,0.4386943
يستهل انسان صادق,0,1,False,0.47987902,0.520121
وجه بيت ماء 😂,1,1,True,0.52973974,0.47026026
اوك ميرسي,0,0,True,0.05140514,0.94859487
wallah ma andek 3lamn tahachmi zayla,1,1,True,0.56907797,0.43092203
مضغووط يا ربك 💦,1,1,True,0.873408,0.12659198
مزالك تهدر عيش سكتنا شويا,1,1,True,0.46682447,0.5331755
ترر,1,0,False,0.38846105,0.61153895
مزيه والا طارو,0,0,True,0.061856307,0.9381437
كول واعر يا ختي سلمى جبتيه في الشبكه نيشان 👌,0,1,False,0.62172884,0.37827116
فريت اوملات بالبيض 😁,0,0,True,0.08991426,0.91008574
وكان ينيك لاطفال,1,1,True,0.9455408,0.054459214
وعلاه يندمو كاسيميرو جابو بيه دوري الابطال ويجيب بدراهم برناردو سيلفا المهم الدراهم داخله خارجه ما,0,0,True,0.07056888,0.92943114
قوللنا منين جبت دراهم تع q3,0,1,False,0.7188772,0.2811228
nikk,1,0,False,0.38846105,0.61153895
بصحتك امير خونا مبروك الف مبروك وديما عقابهم,0,0,True,0.02506219,0.9749378
راك تشوف خويا,0,0,True,0.17565131,0.8243487
انا من قالمه حابه نشري طباخه جاده وين نقطه البيع,0,0,True,0.010969976,0.98903
تهنو من بلد الشر المعرفه,0,1,False,0.70915127,0.29084873
استخبارات امريكا تحذر ام تحظر لانه المعروف الاستخبارات تحظر لكوارث تبحث عمن ينفذ,0,0,True,0.068492815,0.9315072
باذن اله مانزيد نشري الخرده تاعهم,1,0,False,0.35541654,0.64458346
سلعه شابه يامير اله اله قلي منين شريتها,0,0,True,0.014595376,0.9854046
ça va chwia mn frr 😆,0,1,False,0.8631081,0.1368919
حمدان خويا علابالي بلي انت حنين تسمحش فيا تشريلي وتبعثهم,0,0,True,0.28785673,0.7121433
حسبنا الله نعم الوكيل,0,0,True,0.031110916,0.96888906
مايعرف تاريخ امازيغ نصهم قارينو فايسبوك شويه حكايات يقلك اقري تاريخ,0,0,True,0.13739122,0.8626088
سقسي وما عليك 😂,0,0,True,0.15749866,0.84250134
كاين بالتقسيط انا متقاعد,0,0,True,0.0058501326,0.99414986
كل واحد عند مخ يفكر بيه كل واحد مسؤول على نفسه اللي حاب يموت في سبيل المالي اانيجر يموت كما قال رويشد,0,0,True,0.027314313,0.9726857
بيتران,0,0,True,0.2672297,0.7327703
كي نتي كي هوه في زوج زيدين فضلامه,1,1,True,0.9446788,0.055321217
اعطيني الوصفه رجاء,0,0,True,0.033984274,0.9660157
افف,1,0,False,0.38846105,0.61153895
هاد وين كنت نتفرج في inception روعه,0,0,True,0.0045583807,0.9954416
نسيت ميسي رونالدو,0,0,True,0.097602464,0.9023975
قنبله نويه الاستاذ محمد العربي زيتوت فظح كوارثهم الارهابيه تسقط المافيا العسكريه,1,0,False,0.3807393,0.61926067
يا خماج يا زيطوط الكلب يا ديوث كفاك نميمه فتنه حسابك عسير اله,1,1,True,0.9970853,0.0029147267
ختك حبيبي,1,1,True,0.86218345,0.13781655
روحنا لتصنيع السيارات ليس خدمه للمواطن بل مخططات العصابه للسرقه كما العاده,1,0,False,0.07904004,0.92095995
تحيا الجيش الوطني الشعبي قاهر الخونه والعملاء العصي لمن عاصي تحيا شنقريحه يعطيكم طريحه ياخونه,1,1,True,0.85837775,0.14162225
البشر يعتبر بالوباء بالزلازل بالفياضانات باي مصيبه يءمن بان المصاءب عقاب اله بما كسبت ايدينا الهم ردنا اليك ردا جميلا تءاخذنا بما فعل السفهاء منا,0,0,True,0.049893368,0.9501066
الله يعطيكم الصحه ويبارك لكم فيما رزقتم يا اصحاب الخير اخوكم من سيدي بلعباس,0,0,True,0.086536124,0.9134639
صباح الخير من سطيف العالي,0,0,True,0.013052658,0.98694736
فريت اومات بلبيض نييك مك,1,1,True,0.74134374,0.25865626
وقتاش التغير شاء اله صالح الشعب,0,0,True,0.0079008825,0.9920991
نسمع سولكينغ برك 🤷,0,0,True,0.15010588,0.8498941
نعرف مغضوب الكسكاس لخرين مانعرفهمش,0,1,False,0.6205014,0.3794986
انا ليس لدي هاتف مثل هدا وانا احلم بيه طيله حياتي,0,0,True,0.011142847,0.98885715
شعب مزال يخمام كرشو,1,1,True,0.792996,0.20700401
karita,0,0,True,0.38846105,0.61153895
لقحاب عادو يعطو رايهم سيادهم,1,1,True,0.4635266,0.5364734
تدي حقها بقوه المباشر,0,0,True,0.2899543,0.7100457
مبروك بالصحه الهني طول العمر,0,0,True,0.014250927,0.98574907
مابوني لي جواغ تاع ملهيه,0,1,False,0.6215727,0.37842733
الهاشتاق يطلع ظرف وجيز معروف مصدره يعني المشكل كامل شخص ربراب السءال شكون,0,0,True,0.15426964,0.84573036
مبروك عليك وعلينا رب يسترك ويحفظك وينصرك في كل اعمالك وينجحك,0,0,True,0.002071556,0.99792844
خوف الشعب سواء الحكومه موجوده اله يبارك فيكم,0,0,True,0.004843637,0.99515635
nta frii glit,1,1,True,0.57844156,0.42155844
نكفر بيهم,1,0,False,0.27874514,0.7212548
ادري اصاب اخطا البغل تع سلال داءما يعميها بعيدا السياسه اقول مرحبا لسورين بلدكم الثاني انصر اخاك المسلم يا عبد اله سمعتم العيوب عليهم فقدرو الاوضاع وتركو امرهم له فانتم واله تعلمون شيءا معاناتهم الهم انصر الاسلام والمسلمين رءي ولكلن راي وله اتكلم غيرتا حالنا يا عرب,0,1,False,0.92984205,0.070157945
نلبس لاكوست لاريني مانيش كعبه,0,1,False,0.4246673,0.5753327
اخي هذا موقع حقيقيه او ماذا انا قتلك راني سيريوا,0,0,True,0.049519874,0.9504801
هدرتو غير على الحوايج لي قاعدين يغالاو نسيتو ما هدرتوش على لي ديما يرخس 😁,0,1,False,0.47836033,0.5216397
الجهل 👌,1,1,True,0.5883531,0.4116469
علاه اومليط خبز مثلا تفوه يا,1,1,True,0.5113071,0.48869288
جازاكم اله خيرا,0,0,True,0.005193764,0.99480623
انا نعبد ربي مش مغني,0,0,True,0.09721287,0.90278715
الجام تاعي كبيره عليك يا طحان 💩,1,1,True,0.9917074,0.008292615
شكرا,0,0,True,0.052927826,0.94707215
dz ادخل لبلادك اههضر كيما كان العربي بن مهيدي ما تتخباش كي القحبه تاع البورديل عند سيادك يا الرخيس تاع الشمه,1,1,True,0.9870855,0.012914479
ربي يحفظك اخي العربي تحيه تقدير اليك الاحرار يخرجون رافضون لحكم العصابه مخطاتها الخبيثه,1,1,True,0.7104822,0.28951782
مالا حبسو حتى نتوما من تقديس ربراب 😕 بسبابكم درتونا التشتيت على باقي المطالب,1,1,True,0.56995815,0.43004185
نحن نتفاءل بانتصار بالحراك الله معنا ان شاء الله نعم لا نصل الى الفشل باذن الله,0,0,True,0.0034091284,0.99659085
راك حاسدهم خلي يدي حقو لي راه ماديها حداد واويحي وجماعتو متجيش غرام,0,1,False,0.835249,0.164751
kayna,0,0,True,0.3745553,0.6254447
بالبركه تستهل خير,0,0,True,0.052322984,0.947677
كولي الخبيز وسكتي,1,1,True,0.6522341,0.34776592
sidi rayak nahtarmoh aya 9oli wach tsupporté nta,0,1,False,0.6044345,0.3955655
frites omelette bel baydhjus orange ta3 tchina,0,1,False,0.50004,0.49996
عفن السلام,1,0,False,0.28860873,0.71139127
الرئيس وحيد لفات سلال في تهريج,1,0,False,0.13696054,0.8630395
استقلال مختطف فيق يا شعب,0,1,False,0.7226878,0.27731222
وعلاه ما يستعملوش الجير كما بكري سهله مشي غاليه,0,0,True,0.022520563,0.97747946
شاوي افتخر لي مايعرفش اصلو يروح يشعل روحو,1,1,True,0.8653568,0.1346432
زبنطوط زعيم الابقار,1,1,True,0.85651267,0.14348733
كلنا عندنا ذره مكعب داخلنا,1,0,False,0.18652447,0.81347555
علش لاريني عيب 😙,0,1,False,0.7955207,0.20447928
انتوما لي راكو تسبو من كلا الطرفين حمير التهريب يخدموه المعلمين القياده من كلا الطرفين يا لحمير احد يدخل الزطله لدزاير احد يدخل الكاشيات للمغرب هدم بيوت الناس هذا عيب رخيس لي قال بلي هاذو خونه يجي لباب العسه يشوف الارض التي تقع على الحدود ملك لمجاهد كان يهرب السلاح وقت الثوره حتى المغاربه حاربو معانا يا لفرخا ونتا يا لحمار لي راك تسب الجزاير والله خطاتكم دزاير الله يا المجاعه غي لا حكمتكم انعلو الشيطان خطيكم من السب مفارخ الكيف راه يفوت فالبحر بالقليسور مشي على التراب يا محمر المهم تحيا المساكين بغا مغاربه ولا جزايرين,1,1,True,0.94280505,0.05719495
ربي يحفدك استاذ يرحم روح امك الطاهره انشاء الله قاع نربحو نجيبو الباك هاد العام,1,1,True,0.9995509,0.000449121
حثاله المجتمع,1,1,True,0.5583636,0.44163638
ازول فلاك تحيه امازيغيه القلب,0,0,True,0.2205568,0.7794432
خم الذنوب لي راك تدي فيهم يا وليد القحبه,1,1,True,0.982466,0.017534018
li ysiporti tajnat ou csc hdouk mhalbin 🤣,1,1,True,0.7926656,0.2073344
راك ترحي الماء,1,1,True,0.6072854,0.39271462
stfuمثقفين لودو are here,0,1,False,0.4201154,0.5798846
مكاش مكعبات كيما نتوما ههخخ,1,0,False,0.3622108,0.6377892
من الصين والى الصين😉,0,0,True,0.0568206,0.94317937
wach d5l crb dok ana wa9il ani ntnaq l3l,1,1,True,0.68094546,0.31905454
حياك اله اخي امير,0,0,True,0.0035358223,0.9964642
بصح بالامس لقريب كنتي دوري بيه وتشيتيلو هذي مدرتيلوش بيبا واليوم واش صرا زعمه مخلاكش مونك,1,1,True,0.8310462,0.16895378
kelba,1,1,True,0.41440335,0.5855967
صحا عليك امير دبلوم ان شاء الله يكون فال خير عليك مزيد من التعريه للنظام بدون رحمه,1,1,True,0.47670054,0.52329946
بصحتكم انتها الحراك مبروك لعصابه سوفه يطلق سراح ربراب لاكن مبروك لعصابه والسب الملال,1,0,False,0.30090517,0.69909483
لطفي الله يخليك تبهدل في خسارين لبلاد,0,0,True,0.22362082,0.77637917
يا سبي جسدت واقع قهويين او مكعبات او قطيع او نورمي او غاملين او وات ذا فاك صوره واحده,1,1,True,0.9890381,0.01096189
جيقا ويقلك ستوكي ياناس العلم راهم لحقو جيقا وحنايا مازلنا روطار,1,1,True,0.61488086,0.38511914
اه مونيا وشي لي قاتلو هداك الوقت عندهاا الف حق مع الوقت راني نزيد نتاكد حاشا لي مايستاهلش,0,0,True,0.22525701,0.77474296
كذاب,1,1,True,0.89327395,0.10672605
وزيد اتحاد الحراش,0,0,True,0.18395847,0.8160415
والله اخويا الى من نيتو واقيلا موضي كاع وغادي يصلي,0,0,True,0.21903276,0.78096724
مملكه ماروكو,0,1,False,0.4370958,0.56290424
حتى فالخيال مكانش💁,0,0,True,0.21133725,0.78866273
هادي لباج تعي وناسها صح يعيو يعرفو دين لعقيله,1,1,True,0.59240437,0.40759563
السلطه انتظار استرجاع الاموال المنهوبه طرف تبون لتسويه وضعيتهم,0,0,True,0.060399756,0.9396002
ليست قضيه مراقبه حكومه الذاء دواء لانه مرتبط بتصرف الساءق اثناء القياده كيما يقول المثل لخاف سلم,0,0,True,0.11942521,0.8805748
ارفع راسك فانت جزائري 💪,0,1,False,0.6870375,0.31296247
kas jus orange ta3 della,0,1,False,0.5063138,0.4936862
نسيبورتي غير مولوديه,0,0,True,0.17523016,0.82476985
عاهرات نتاع شكوبي واحد يشوفكم يتوسوس من لبنات اوكل فزدتو على بنات فاميليا لواحد يحوس على بنت فاميليا ميلقاهاش,1,1,True,0.97740835,0.02259165
يعجز اللسان عن التعبير,0,1,False,0.6244223,0.3755777
والله لو بقيتي في دارك خيرا لك حتى وصلت بك هذه المعصيه للسب والشتم حتى وان كنت على حق فلا بد من الستر والحفظ ان كنت ابنت عائله لكن لن تنتظري من الدوله شيء في اشفاء الغليل يا عزيزتي سمحيلي على كل حال,1,0,False,0.166237,0.833763
tfoo,1,0,False,0.3533654,0.6466346
مبروك عليك خونا هذا وين تزيد تهبل عبله,0,0,True,0.23494263,0.7650574
ma9sthach ga3 ki jbadt crb,0,1,False,0.77561593,0.22438407
لاشكر علي واجب,0,0,True,0.015068707,0.9849313
انت اهنا راك كشفت روحك بنفسك انت كونت كونطر القاءد صالح قيد الحياه واليوم راك معاه انت اكبر منافق وحتاله تريد زعزعه الجيش الجيش كبير,1,1,True,0.9955959,0.0044041276
قالي ماكاش ديسبونيبل,0,0,True,0.07101138,0.92898864
enti ta3 ebla ya ele kahba,1,1,True,0.9511446,0.048855424
تحليل لا اروع استاذنا الفاضل العربي زيتوت قاهر كبرانات فرنسا,0,0,True,0.07235799,0.927642
اوو المهم عندنا رايس,0,0,True,0.17910449,0.8208955
مبارك ان شاب الله دوله مدنيه ماشي عسكريه,0,0,True,0.037356883,0.96264315
نيك مك يا النقش نحكمك نرضعولك,1,1,True,0.9998629,0.00013709068
لديد روعه,0,0,True,0.025201775,0.9747982
المشكل مشي فيهم عفوا فيهن المشكل اللي يتبعوهم لانو كون مشي الغامل التافه اللي يتبعهم كون ماشفناهم ما سمعنا بيهم قاله خصنا رئيس ياو ارتقوا فالقاع يشهد ازدحاما رهيبا,1,0,False,0.33247897,0.667521
مكانش البندير عندهوم,0,0,True,0.25057387,0.7494261
فريت اولامت ومعاها بيض مغلي اين الخلل في الموضوع 🙄,0,0,True,0.019088361,0.9809116
حسنا اله ونعمه الوكيل فيكم العصابات,0,0,True,0.019341022,0.980659
حبه قراطوي مكاش ولا 😂,0,0,True,0.2031335,0.79686654
على اساس هاد الحياه راك عايشها يا ادمين لوكان تروح تعطي ماشي خير باين من هدرتك نتا ذراري لوكان جيت كبير تسوفري على الخدمه ماتهدرش هكداا,1,1,True,0.9678735,0.032126486
الشعب ما عادش يتكل على الحكومه الداعمه للفساد وراح يبني بلاده تحيه لاهل جيجل,1,0,False,0.06379069,0.9362093
قستهاش,0,0,True,0.34802014,0.65197986
استاذ ربراب رانا عارفين شكون لي يتحكم فاسوق السكر والزيت ورانا عارفين التهديد لي كونت تسمع هدو ولاد حرام حبو يمسحو كلش فيك,0,0,True,0.25277546,0.74722457
الامور اصبحت جهويه مقيته غير وليد القحبه نتاع ربراب الي اخلص اكثر من الجميع يا حمير فرنسا في تيزي وزو حاشا القبائل الاحرار نحن نتكلم عن نطف ديغول القذره,1,1,True,0.99661535,0.0033846498
من وعد وفي للاسف رئيس كادب,1,0,False,0.09318345,0.90681654
هذا كافي قليط شبعه الدبوز التخمارتي,1,1,True,0.9770736,0.02292639
❤💚 mouloudia,0,0,True,0.3374357,0.6625643
كلشي مبروك ربي يحفظك يحميك يرحم والدك ديما عقابهم,0,0,True,0.011164547,0.98883545
روحي ادي حكايتك وروحي تلعبي بعيد تعرف مرت ابا سفيان مرت ابا سفيان هي هند وهند دخل في الاسلام ونتي ادخلي الاسلام ممبعد اهدري يا خانزه,1,1,True,0.99455714,0.0054428577
تاع سطيف كلاهم قلبهم كي ربحاناهم ولاو يجبدو البطولات السابقه تبا خسرت خسرت مكش تموت اسبي,0,0,True,0.15831989,0.8416801
جيب اختك للحراك يكالوها,1,1,True,0.90188617,0.098113835
مبروك علينا يا امير هكدا العصابه تحكملك الختان,1,0,False,0.19657363,0.8034264
rt هذا هو معنى في كل الظروف 💪🏻 علابالي قليل لي يفهمها تحيه كبيره لجيشنا الوطني الشعبي n🇩🇿 u01fae,0,0,True,0.023184193,0.9768158
راني حابه الغساله اشحال وين,0,0,True,0.012786601,0.9872134
ديرو العيب ترجعوها السماح نيك السماح,1,1,True,0.9783306,0.021669388
بصح عندكم ادوات ضغط باش يحترم اسم الشركه علاقاتها بالزبائن,0,0,True,0.112326525,0.8876735
يا زيطوط الان رانا مع الزلزال اصبر تتنحالنا الخلعه ومنبعد نولو معاك ضد العصابه ❌,0,0,True,0.10660807,0.8933919
وحنا لاه فخورين بنا,0,0,True,0.26598105,0.7340189
روح تقود لفرنسا تاعك ديك مره من عرضو عليك قلت لا ودوك جاي توحوح ياك حت جنسيه جزائريه اتنازلت عليها طير علينا منسحقوكش ابقا في فرنسا امك يا حركي,1,1,True,0.99657273,0.003427267
اتصلت بيه قالي سلعتك خرجه وانت معني,0,0,True,0.0745745,0.9254255
ربي يحفظك استاذ يرحم امك الهم اسكنها فسيح جنانك,1,1,True,0.99879634,0.0012036562
هدوك عصابات الجنرالات الصوص مشي امن هدوك قوم لوط,1,1,True,0.9653195,0.034680486
😂 والله غير حاجه متخرجني,0,0,True,0.10239169,0.8976083
نيفو السادسه ابتداءي جاي حمار كيما انت تنعتلي واش اندير ياحمار ياخاين عرضك او مديتو روح احكي حكايتك لزيطوط,1,1,True,0.9940832,0.0059167743
المغرب عندو الزطله وحنا عندنا القمح كي تصب في مارس العام يجي مليح,0,0,True,0.06292742,0.9370726
اكبر قحبا وبنت حرام هيا هدي تنيك لويسكي وتحرض فشعب وتجي تعطي علينا ان منعندي روحي تخدمي لباس,1,1,True,0.99642617,0.003573835
كل ماقلتيه على الحثاله المازدا قليل عليه الشرفاء من ابناء الوطن بعرفونه ويعرفون بانه ماجور,1,0,False,0.31284422,0.6871558
اسمح في خدمتك عند ربراب وارواح معانا ولا جاتكم غير علي البوليسي,0,0,True,0.06855495,0.93144506
الموهبه ياجريده الخزي والعار هد موهبه الزني والعهر والفجور,1,1,True,0.9811198,0.018880188
ربي يهدي,0,0,True,0.015762648,0.9842374
مبروك خويا امير يدوملك ويحفظك اله وترجع سالما غانما لاهلك والجزاءر العام باذن اله اثق اله بقاش قد لي فات,0,0,True,0.0009287959,0.9990712
اله يرحمك,0,0,True,0.090849325,0.90915066
على حساب هدرتك على مولوديه توجور سور دارولك بونت في فيراج سود,1,1,True,0.9482911,0.051708877
tfooh ya kalb dobaba,1,1,True,0.9456686,0.05433142
واله غي كافي,1,1,True,0.662344,0.33765602
في سبيل التذكير فان ربراب قام باستوراد الحديد المشع من اكرانيا حيث بعد حادثه تشرنوبيل النوويه قامت اكرانيا بدفع اموال من اجل التخلص من الحديد المشع ربراب قام باحضاره بيعه للجزائريين هذا ما يفسر الارتفاع الكبير في عدد المصابين بالامراض السرطانيه كذلك الكثير من الامراض التي لم يستطع الاطباء تشخيصها نسال المولى عز جل ان يعاملك بعدله,1,0,False,0.12440829,0.8755917
حتشون يمااك,1,1,True,0.44419417,0.5558058
زيدلها الطماطم الاف بعد مكان الفين وخمس ميه للكيلو,0,0,True,0.010810149,0.98918986
حريه تعبير رانا في بلاد الديمقراطيه لا لا هو حر ونحن كجزائريين نستقبل الناس المحترمين ولي يحبونا من,0,0,True,0.046696328,0.9533037
عرفتها تكمل كما هك داروها لبارح فالبندا لتحت نتاع نشره عرفتها بلي يستوهم باه يديروش مظاهره عصابه بمعنى لكلمه,1,1,True,0.57728374,0.42271626
خصني هذي الروميكس والله سيريو,0,0,True,0.05681094,0.9431891
الاخرار لو كنت بالفعل حر لكنت تناضل من الداخل,1,0,False,0.046183635,0.95381635
نكرهو ومانتبعوش بصح مانقبل حتا كلمه كلبه كيما هادي,1,1,True,0.9023632,0.09763682
nta bach talha9 crb lazemlk kho 😉,0,1,False,0.6966273,0.30337268
nktha,1,0,False,0.38846105,0.61153895
مبروك وديما عقابهم ولاد الحركه الكلاب,1,1,True,0.5183334,0.48166662
تقرب نقاط البيع الرسميه لكوندور,0,0,True,0.0067728073,0.9932272
كاين سندويش فريت اوملات بالعدس,0,0,True,0.017459966,0.98254
هذا العبد كان يدعي في كعبه لبوتفليقه ودك مع يسعد ربراب وغدوا معرف معامن,1,1,True,0.7246101,0.2753899
ماشافوش شكيب خليل ماشافوش عمار سعيداني ماشافوش السعيد بوتفليقه ماشافوش بهاء طليبه ماشافوش ابن القايد صالح شافو غير القبايل حداد اويحيى ربراب راكم فاهمين 😉قيوو فقو تمثيلا ترحلو يعني ترحلو,0,1,False,0.56775945,0.43224055
بالله عليكم هل يستحق ربراب الدفاع عليه وكل هذا التهريج حتى ملال شرفطها كاتشوب بنعناع والله سماطه شركه ولديها محامين ومحاسبين ويحاسب باسم القانون راه في التحقيق راه قادر على روحو نترك العداله اذا مادار حتى حاجه راه برئ من التهم البلاد ونديرو راينا تحيا الجزائر,1,1,True,0.4034958,0.5965042
ديرش هذو الخرطي المولوديه كيان اسلام فريق تاع شهداء نادي الطبقه الفقيره ❤💚,0,1,False,0.44365537,0.5563446
جيس كوبو الامام ✌️ 🎩,0,1,False,0.59216166,0.40783834
اولاد الزواوله تتفكرهم هاذ البلاد غير في الدمير,1,0,False,0.2780325,0.72196746
عفى الله عما سلف فهم من الشعب ظروفهم صعبه كان الله في عونهم,0,0,True,0.025136186,0.9748638
اذا الشعب يوما اراد الحقيقيهلابد ان لا تسمع لمخنث مثل المازدا,1,1,True,0.786955,0.213045
كونيناف سويسري,0,1,False,0.4017514,0.5982486
الصحفي غسل هذا الحيوانات يلبسو وما علبالهمش واش يقودو تفوو الله يلعنكم,1,1,True,0.5859763,0.4140237
قالمه حابه نشري طباخه جاده وين نقطه البيع,0,0,True,0.015449671,0.98455036
المقاطعه حل عقابي يستجيب التاجر يحترم مستهلك بضاعته,0,0,True,0.08802752,0.91197246
الادمين ملحد باين علابيها ماعلابالوش بلي الناس يعبدو ربي,1,1,True,0.7947949,0.20520508
خونه,1,1,True,0.6689727,0.33102733
مصدر المعلومه لا للفتنه,0,0,True,0.17420706,0.8257929
الازمه عالميه وحنا رانا لمخيرين ونتا واش قودك وشكون شكالك,1,1,True,0.5972483,0.40275168
ران خدام البروند برودوي فور بزاف,0,0,True,0.08683414,0.91316587
لي عندو الفوطو تع ترمتو يبعتهالي,1,1,True,0.5544719,0.4455281
زيد جماعه,0,0,True,0.063281,0.936719
زيد معاها قايد صالح شنقريحه تجي شابه,0,1,False,0.5051967,0.4948033
بون مفروغ بلي كعبه بروتي بصح الكارثه الكبيره لي راهم يتبعو الزيطوط علاش يا الاحرار علاش,1,1,True,0.7326183,0.26738173
لماذا التضامن مع ربراب عدم التضامن مع حداد سؤال بريئ 😏,0,0,True,0.03368386,0.96631616
ما ديرش mca مع هذو الخرطي المولوديه كيان اسلام فريق تاع شهداء نادي الطبقه الفقيره ❤💚,0,1,False,0.9256029,0.07439709
اليد الجزائريه تصلح فقط في البرلمان لا غير,0,0,True,0.09692807,0.90307194
اهميه الحريه الحريه تعمل السماح لاشخاص بان يمارسوا قدراتهم المكان,0,0,True,0.121899635,0.8781004
وي كاينا,0,0,True,0.26100484,0.7389952
تاي,0,0,True,0.38846105,0.61153895
ربي يحفظك اخي العربي سلامي الي كل الاحرار الجزائر لا للانتخابات مع العصابات يجب ان تدهب حكومه الخردا القايد الفايح ولاحاسين الرونجاس,1,1,True,0.9959395,0.004060507
عندو الحق موالف ياكل فريت اوملات بالرخس يا محاينك الدموع طاحو الضحك عجبني سكت شويه زبلها كي بالبيض,1,1,True,0.41911197,0.58088803
الحمدله جامي درت حاجه هادي,0,0,True,0.06378456,0.93621546
انت اكبر مستفيد ربراب وشيات كبير,1,1,True,0.6631601,0.3368399
هاذي لخامجه عندها طفله معا قسنطيني يسميوها اناس,1,0,False,0.14816684,0.85183316
طر يا المازدا,1,1,True,0.96262026,0.03737974
روحي تلعبي يا الصحفيه منيش نتقدها نتقدك نتي لي عندك اسلوب كلام تعرفيش تهدري ظياف تاعك,1,1,True,0.9985416,0.0014584064
مبروك خونا امير وربي يوفقو ❤️🌹,0,0,True,0.01912531,0.9808747
شهاده عميل معتمد ماشي اعلامي انت خرجت من الدراسه الخامسه حيوا ني وليت اعلامي فرخ,1,1,True,0.9906282,0.009371817
مانسيتش اله تربحكوم,1,0,False,0.15372416,0.8462758
امشي نيك انت ولاخرار انتاعك,1,1,True,0.9992095,0.0007904768
جزاءر تبون,0,0,True,0.2751141,0.72488594
هادو تراميهم ما رحموهاش يرحمو باباهم,1,1,True,0.5649642,0.43503582
عندو حكطي تاع راك تعرف بلا منقولها,1,1,True,0.5557763,0.4442237
يحدث وصول رجل الاعمال يسعد ربراب محكمه سيدي محمد بالعاصمه,0,0,True,0.18880805,0.8111919
المهم فزنا على الفرق القويا مثل غمبيا والمغرب والكاميرون,0,0,True,0.07082648,0.9291735
ربي يحفظك استاذنا اله يعطيك تمني انت اروع استاذ ربي يوفقك حياتك شاء اله اصحاب الجنه امك اله يرحمها ويغفر ☝✨,1,1,True,0.9961351,0.0038648844
اين ياتري ياجزاءر احبك يابلدي وكم اعشقك🥲,0,0,True,0.037324462,0.9626755
واله عندنا اختها وتغفل وتبيتها شاعله الصبح ربي يرحمكم,0,0,True,0.07163477,0.92836523
عذبكم السيد يتمنيك ماشي نيتو ضركم ضركم علابالي كيما علابالكم,1,1,True,0.6476006,0.3523994
نيك مك يا وليد القحبه,1,1,True,0.99974054,0.00025945902
بسكره علاش حاقرينها وينكم منها,0,0,True,0.23898272,0.76101726
مكاش مكعبات كيما نتوما هخ,1,0,False,0.25530013,0.74469984
mca chwaker,0,0,True,0.14277217,0.8572278
اواه نكمل خير مابقاش بزاف,0,0,True,0.037814736,0.96218526
حي الله الحمار,1,0,False,0.3822548,0.61774516
رابي يحفظك ويسترك من عبله نشالله,0,0,True,0.22734794,0.77265203
يجب رفع شعارات رافضه لخروج الجيش الساحل,0,0,True,0.039588038,0.96041197
الجزائر من نهار استقلينا وهما يسرقو مفقرتش مزيه ربي يشوف لينا,0,1,False,0.49563873,0.5043613
اله عز وجل الرزاق لذا احذف منشورك يا,0,0,True,0.3622909,0.63770914
بو كلبون,1,1,True,0.7632795,0.2367205
القايد راه يصفي حسابو مع القبايل حداد ربراب اويحي باي وين راهم السعيد او طحكوت طليبه شكيب خليفه شعب لي يجي يحشيلو,1,1,True,0.74636126,0.25363874
