text,true_label,predicted_label,is_correct,probability_positive,probability_negative
ترر,1,0,False,0.34082735,0.65917265
مزيه والا طارو,0,0,True,0.001979227,0.99802077
كول واعر يا ختي سلمى جبتيه في الشبكه نيشان 👌,0,0,True,0.012824376,0.98717564
فريت اوملات بالبيض 😁,0,0,True,0.1686383,0.8313617
وكان ينيك لاطفال,1,0,False,0.07619795,0.923802
وعلاه يندمو كاسيميرو جابو بيه دوري الابطال ويجيب بدراهم برناردو سيلفا المهم الدراهم داخله خارجه ما,0,0,True,0.0012996378,0.9987004
قوللنا منين جبت دراهم تع q3,0,1,False,0.73715436,0.26284564
nikk,1,0,False,0.34082735,0.65917265
بصحتك امير خونا مبروك الف مبروك وديما عقابهم,0,0,True,0.0011958025,0.9988042
راك تشوف خويا,0,0,True,0.017706018,0.98229396
انا من قالمه حابه نشري طباخه جاده وين نقطه البيع,0,0,True,0.001353658,0.9986463
تهنو من بلد الشر المعرفه,0,0,True,0.12283948,0.87716055
استخبارات امريكا تحذر ام تحظر لانه المعروف الاستخبارات تحظر لكوارث تبحث عمن ينفذ,0,0,True,0.08841328,0.9115867
باذن اله مانزيد نشري الخرده تاعهم,1,1,True,0.7821752,0.21782482
سلعه شابه يامير اله اله قلي منين شريتها,0,0,True,0.003077401,0.9969226
ça va chwia mn frr 😆,0,1,False,0.67373675,0.32626325
حمدان خويا علابالي بلي انت حنين تسمحش فيا تشريلي وتبعثهم,0,0,True,0.0054355357,0.9945645
حسبنا الله نعم الوكيل,0,0,True,0.0028739064,0.9971261
مايعرف تاريخ امازيغ نصهم قارينو فايسبوك شويه حكايات يقلك اقري تاريخ,0,0,True,0.029654684,0.9703453
سقسي وما عليك 😂,0,0,True,0.0035647796,0.9964352
كاين بالتقسيط انا متقاعد,0,0,True,0.0022991453,0.99770087
كل واحد عند مخ يفكر بيه كل واحد مسؤول على نفسه اللي حاب يموت في سبيل المالي اانيجر يموت كما قال رويشد,0,0,True,0.2925466,0.70745337
بيتران,0,0,True,0.15083903,0.84916097
كي نتي كي هوه في زوج زيدين فضلامه,1,1,True,0.8871785,0.11282152
اعطيني الوصفه رجاء,0,0,True,0.03740701,0.96259296
افف,1,0,False,0.34082735,0.65917265
هاد وين كنت نتفرج في inception روعه,0,0,True,0.014966321,0.9850337
نسيت ميسي رونالدو,0,0,True,0.091667585,0.9083324
قنبله نويه الاستاذ محمد العربي زيتوت فظح كوارثهم الارهابيه تسقط المافيا العسكريه,1,1,True,0.5492262,0.45077378
يا خماج يا زيطوط الكلب يا ديوث كفاك نميمه فتنه حسابك عسير اله,1,1,True,0.99994755,5.2452087e-05
ختك حبيبي,1,1,True,0.9950681,0.0049319267
روحنا لتصنيع السيارات ليس خدمه للمواطن بل مخططات العصابه للسرقه كما العاده,1,0,False,0.27854106,0.7214589
تحيا الجيش الوطني الشعبي قاهر الخونه والعملاء العصي لمن عاصي تحيا شنقريحه يعطيكم طريحه ياخونه,1,1,True,0.9816667,0.018333316
البشر يعتبر بالوباء بالزلازل بالفياضانات باي مصيبه يءمن بان المصاءب عقاب اله بما كسبت ايدينا الهم ردنا اليك ردا جميلا تءاخذنا بما فعل السفهاء منا,0,0,True,0.009569856,0.9904301
الله يعطيكم الصحه ويبارك لكم فيما رزقتم يا اصحاب الخير اخوكم من سيدي بلعباس,0,0,True,0.047403734,0.95259625
صباح الخير من سطيف العالي,0,0,True,0.0025725376,0.99742746
فريت اومات بلبيض نييك مك,1,1,True,0.98486066,0.015139341
وقتاش التغير شاء اله صالح الشعب,0,0,True,0.0065841675,0.99341583
نسمع سولكينغ برك 🤷,0,0,True,0.060222384,0.9397776
نعرف مغضوب الكسكاس لخرين مانعرفهمش,0,0,True,0.0033164583,0.99668354
انا ليس لدي هاتف مثل هدا وانا احلم بيه طيله حياتي,0,0,True,0.0048618633,0.9951381
شعب مزال يخمام كرشو,1,1,True,0.5709772,0.4290228
karita,0,0,True,0.34082735,0.65917265
لقحاب عادو يعطو رايهم سيادهم,1,1,True,0.95873797,0.04126203
تدي حقها بقوه المباشر,0,1,False,0.90970725,0.09029275
مبروك بالصحه الهني طول العمر,0,0,True,0.0026865131,0.9973135
مابوني لي جواغ تاع ملهيه,0,0,True,0.24200663,0.75799334
الهاشتاق يطلع ظرف وجيز معروف مصدره يعني المشكل كامل شخص ربراب السءال شكون,0,0,True,0.042198148,0.9578019
مبروك عليك وعلينا رب يسترك ويحفظك وينصرك في كل اعمالك وينجحك,0,0,True,0.003335014,0.996665
خوف الشعب سواء الحكومه موجوده اله يبارك فيكم,0,0,True,0.044977643,0.95502234
nta frii glit,1,1,True,0.5431648,0.4568352
نكفر بيهم,1,0,False,0.1218756,0.8781244
ادري اصاب اخطا البغل تع سلال داءما يعميها بعيدا السياسه اقول مرحبا لسورين بلدكم الثاني انصر اخاك المسلم يا عبد اله سمعتم العيوب عليهم فقدرو الاوضاع وتركو امرهم له فانتم واله تعلمون شيءا معاناتهم الهم انصر الاسلام والمسلمين رءي ولكلن راي وله اتكلم غيرتا حالنا يا عرب,0,1,False,0.9830829,0.01691711
نلبس لاكوست لاريني مانيش كعبه,0,1,False,0.5439613,0.4560387
اخي هذا موقع حقيقيه او ماذا انا قتلك راني سيريوا,0,0,True,0.0053078835,0.9946921
هدرتو غير على الحوايج لي قاعدين يغالاو نسيتو ما هدرتوش على لي ديما يرخس 😁,0,1,False,0.7764296,0.2235704
الجهل 👌,1,1,True,0.60861766,0.39138234
علاه اومليط خبز مثلا تفوه يا,1,1,True,0.9875401,0.012459874
جازاكم اله خيرا,0,0,True,0.030951934,0.9690481
انا نعبد ربي مش مغني,0,0,True,0.028479869,0.9715201
الجام تاعي كبيره عليك يا طحان 💩,1,1,True,0.9995639,0.0004361272
شكرا,0,0,True,0.24223904,0.75776094
dz ادخل لبلادك اههضر كيما كان العربي بن مهيدي ما تتخباش كي القحبه تاع البورديل عند سيادك يا الرخيس تاع الشمه,1,1,True,0.99895716,0.0010428429
ربي يحفظك اخي العربي تحيه تقدير اليك الاحرار يخرجون رافضون لحكم العصابه مخطاتها الخبيثه,1,1,True,0.5450558,0.4549442
مالا حبسو حتى نتوما من تقديس ربراب 😕 بسبابكم درتونا التشتيت على باقي المطالب,1,1,True,0.9219755,0.07802451
نحن نتفاءل بانتصار بالحراك الله معنا ان شاء الله نعم لا نصل الى الفشل باذن الله,0,0,True,0.06639184,0.9336082
راك حاسدهم خلي يدي حقو لي راه ماديها حداد واويحي وجماعتو متجيش غرام,0,0,True,0.06105487,0.9389451
kayna,0,0,True,0.10319139,0.8968086
بالبركه تستهل خير,0,0,True,0.022803172,0.9771968
كولي الخبيز وسكتي,1,0,False,0.32807982,0.6719202
sidi rayak nahtarmoh aya 9oli wach tsupporté nta,0,1,False,0.80561745,0.19438255
frites omelette bel baydhjus orange ta3 tchina,0,0,True,0.020992624,0.97900736
عفن السلام,1,0,False,0.084575646,0.91542435
الرئيس وحيد لفات سلال في تهريج,1,0,False,0.10450851,0.8954915
استقلال مختطف فيق يا شعب,0,0,True,0.28459802,0.715402
وعلاه ما يستعملوش الجير كما بكري سهله مشي غاليه,0,0,True,0.006450138,0.9935499
شاوي افتخر لي مايعرفش اصلو يروح يشعل روحو,1,1,True,0.9537952,0.046204805
زبنطوط زعيم الابقار,1,1,True,0.92945063,0.07054937
كلنا عندنا ذره مكعب داخلنا,1,1,True,0.7764656,0.2235344
علش لاريني عيب 😙,0,1,False,0.80806714,0.19193286
انتوما لي راكو تسبو من كلا الطرفين حمير التهريب يخدموه المعلمين القياده من كلا الطرفين يا لحمير احد يدخل الزطله لدزاير احد يدخل الكاشيات للمغرب هدم بيوت الناس هذا عيب رخيس لي قال بلي هاذو خونه يجي لباب العسه يشوف الارض التي تقع على الحدود ملك لمجاهد كان يهرب السلاح وقت الثوره حتى المغاربه حاربو معانا يا لفرخا ونتا يا لحمار لي راك تسب الجزاير والله خطاتكم دزاير الله يا المجاعه غي لا حكمتكم انعلو الشيطان خطيكم من السب مفارخ الكيف راه يفوت فالبحر بالقليسور مشي على التراب يا محمر المهم تحيا المساكين بغا مغاربه ولا جزايرين,1,1,True,0.9790992,0.020900786
ربي يحفدك استاذ يرحم روح امك الطاهره انشاء الله قاع نربحو نجيبو الباك هاد العام,1,1,True,0.99953496,0.00046503544
حثاله المجتمع,1,1,True,0.43544376,0.56455624
ازول فلاك تحيه امازيغيه القلب,0,0,True,0.011553438,0.98844653
خم الذنوب لي راك تدي فيهم يا وليد القحبه,1,1,True,0.9984028,0.0015972257
li ysiporti tajnat ou csc hdouk mhalbin 🤣,1,1,True,0.81807315,0.18192685
راك ترحي الماء,1,1,True,0.44553757,0.55446243
stfuمثقفين لودو are here,0,1,False,0.6500537,0.34994632
مكاش مكعبات كيما نتوما ههخخ,1,1,True,0.9851289,0.01487112
من الصين والى الصين😉,0,0,True,0.01619395,0.9838061
wach d5l crb dok ana wa9il ani ntnaq l3l,1,1,True,0.90858823,0.09141177
حياك اله اخي امير,0,0,True,0.0011589768,0.99884105
بصح بالامس لقريب كنتي دوري بيه وتشيتيلو هذي مدرتيلوش بيبا واليوم واش صرا زعمه مخلاكش مونك,1,1,True,0.96508914,0.034910858
kelba,1,0,False,0.34082735,0.65917265
صحا عليك امير دبلوم ان شاء الله يكون فال خير عليك مزيد من التعريه للنظام بدون رحمه,1,0,False,0.29879496,0.701205
بصحتكم انتها الحراك مبروك لعصابه سوفه يطلق سراح ربراب لاكن مبروك لعصابه والسب الملال,1,0,False,0.0013350275,0.998665
لطفي الله يخليك تبهدل في خسارين لبلاد,0,0,True,0.07033557,0.92966443
يا سبي جسدت واقع قهويين او مكعبات او قطيع او نورمي او غاملين او وات ذا فاك صوره واحده,1,1,True,0.997701,0.0022990108
جيقا ويقلك ستوكي ياناس العلم راهم لحقو جيقا وحنايا مازلنا روطار,1,1,True,0.7038201,0.2961799
اه مونيا وشي لي قاتلو هداك الوقت عندهاا الف حق مع الوقت راني نزيد نتاكد حاشا لي مايستاهلش,0,0,True,0.172737,0.827263
كذاب,1,1,True,0.9075971,0.092402875
وزيد اتحاد الحراش,0,0,True,0.14440945,0.8555906
والله اخويا الى من نيتو واقيلا موضي كاع وغادي يصلي,0,1,False,0.44513574,0.5548643
مملكه ماروكو,0,0,True,0.32485312,0.6751469
حتى فالخيال مكانش💁,0,0,True,0.05259939,0.9474006
هادي لباج تعي وناسها صح يعيو يعرفو دين لعقيله,1,0,False,0.12218303,0.877817
السلطه انتظار استرجاع الاموال المنهوبه طرف تبون لتسويه وضعيتهم,0,0,True,0.17331764,0.8266823
ليست قضيه مراقبه حكومه الذاء دواء لانه مرتبط بتصرف الساءق اثناء القياده كيما يقول المثل لخاف سلم,0,0,True,0.07019397,0.92980605
ارفع راسك فانت جزائري 💪,0,0,True,0.057008255,0.94299173
kas jus orange ta3 della,0,0,True,0.18630295,0.81369704
نسيبورتي غير مولوديه,0,0,True,0.049330816,0.95066917
عاهرات نتاع شكوبي واحد يشوفكم يتوسوس من لبنات اوكل فزدتو على بنات فاميليا لواحد يحوس على بنت فاميليا ميلقاهاش,1,1,True,0.9968305,0.003169477
يعجز اللسان عن التعبير,0,0,True,0.17729396,0.82270604
والله لو بقيتي في دارك خيرا لك حتى وصلت بك هذه المعصيه للسب والشتم حتى وان كنت على حق فلا بد من الستر والحفظ ان كنت ابنت عائله لكن لن تنتظري من الدوله شيء في اشفاء الغليل يا عزيزتي سمحيلي على كل حال,1,1,True,0.38622066,0.6137793
tfoo,1,0,False,0.34082735,0.65917265
مبروك عليك خونا هذا وين تزيد تهبل عبله,0,0,True,0.052452892,0.9475471
ma9sthach ga3 ki jbadt crb,0,1,False,0.8871879,0.1128121
لاشكر علي واجب,0,0,True,0.24437353,0.75562644
انت اهنا راك كشفت روحك بنفسك انت كونت كونطر القاءد صالح قيد الحياه واليوم راك معاه انت اكبر منافق وحتاله تريد زعزعه الجيش الجيش كبير,1,1,True,0.99964,0.00036001205
قالي ماكاش ديسبونيبل,0,0,True,0.0031030802,0.9968969
enti ta3 ebla ya ele kahba,1,1,True,0.9953513,0.0046486855
تحليل لا اروع استاذنا الفاضل العربي زيتوت قاهر كبرانات فرنسا,0,0,True,0.05097944,0.94902056
اوو المهم عندنا رايس,0,0,True,0.03865742,0.9613426
مبارك ان شاب الله دوله مدنيه ماشي عسكريه,0,0,True,0.0045619523,0.99543804
نيك مك يا النقش نحكمك نرضعولك,1,1,True,0.9999423,5.7697296e-05
لديد روعه,0,0,True,0.051543873,0.9484561
المشكل مشي فيهم عفوا فيهن المشكل اللي يتبعوهم لانو كون مشي الغامل التافه اللي يتبعهم كون ماشفناهم ما سمعنا بيهم قاله خصنا رئيس ياو ارتقوا فالقاع يشهد ازدحاما رهيبا,1,1,True,0.9833872,0.016612828
مكانش البندير عندهوم,0,0,True,0.25592735,0.7440727
فريت اولامت ومعاها بيض مغلي اين الخلل في الموضوع 🙄,0,0,True,0.045491964,0.95450807
حسنا اله ونعمه الوكيل فيكم العصابات,0,0,True,0.2837346,0.71626544
حبه قراطوي مكاش ولا 😂,0,0,True,0.047746602,0.9522534
على اساس هاد الحياه راك عايشها يا ادمين لوكان تروح تعطي ماشي خير باين من هدرتك نتا ذراري لوكان جيت كبير تسوفري على الخدمه ماتهدرش هكداا,1,1,True,0.99156684,0.008433163
الشعب ما عادش يتكل على الحكومه الداعمه للفساد وراح يبني بلاده تحيه لاهل جيجل,1,1,True,0.65451115,0.34548885
قستهاش,0,0,True,0.14593822,0.8540618
استاذ ربراب رانا عارفين شكون لي يتحكم فاسوق السكر والزيت ورانا عارفين التهديد لي كونت تسمع هدو ولاد حرام حبو يمسحو كلش فيك,0,0,True,0.048759643,0.95124036
الامور اصبحت جهويه مقيته غير وليد القحبه نتاع ربراب الي اخلص اكثر من الجميع يا حمير فرنسا في تيزي وزو حاشا القبائل الاحرار نحن نتكلم عن نطف ديغول القذره,1,1,True,0.4732216,0.5267784
من وعد وفي للاسف رئيس كادب,1,1,True,0.39287946,0.6071205
هذا كافي قليط شبعه الدبوز التخمارتي,1,1,True,0.99969614,0.00030386448
❤💚 mouloudia,0,0,True,0.16423146,0.8357685
كلشي مبروك ربي يحفظك يحميك يرحم والدك ديما عقابهم,0,0,True,0.015938273,0.9840617
روحي ادي حكايتك وروحي تلعبي بعيد تعرف مرت ابا سفيان مرت ابا سفيان هي هند وهند دخل في الاسلام ونتي ادخلي الاسلام ممبعد اهدري يا خانزه,1,1,True,0.99910754,0.00089246035
تاع سطيف كلاهم قلبهم كي ربحاناهم ولاو يجبدو البطولات السابقه تبا خسرت خسرت مكش تموت اسبي,0,1,False,0.5991384,0.40086162
جيب اختك للحراك يكالوها,1,1,True,0.99797136,0.002028644
مبروك علينا يا امير هكدا العصابه تحكملك الختان,1,1,True,0.9617967,0.0382033
rt هذا هو معنى في كل الظروف 💪🏻 علابالي قليل لي يفهمها تحيه كبيره لجيشنا الوطني الشعبي n🇩🇿 u01fae,0,0,True,0.011072197,0.9889278
راني حابه الغساله اشحال وين,0,0,True,0.0058606775,0.9941393
ديرو العيب ترجعوها السماح نيك السماح,1,1,True,0.9609199,0.039080083
بصح عندكم ادوات ضغط باش يحترم اسم الشركه علاقاتها بالزبائن,0,0,True,0.006757159,0.99324286
يا زيطوط الان رانا مع الزلزال اصبر تتنحالنا الخلعه ومنبعد نولو معاك ضد العصابه ❌,0,0,True,0.0048118504,0.9951882
وحنا لاه فخورين بنا,0,0,True,0.029109124,0.9708909
روح تقود لفرنسا تاعك ديك مره من عرضو عليك قلت لا ودوك جاي توحوح ياك حت جنسيه جزائريه اتنازلت عليها طير علينا منسحقوكش ابقا في فرنسا امك يا حركي,1,1,True,0.99957377,0.00042623281
اتصلت بيه قالي سلعتك خرجه وانت معني,0,0,True,0.02654329,0.97345674
ربي يحفظك استاذ يرحم امك الهم اسكنها فسيح جنانك,1,1,True,0.9998012,0.00019878149
هدوك عصابات الجنرالات الصوص مشي امن هدوك قوم لوط,1,1,True,0.99924797,0.0007520318
😂 والله غير حاجه متخرجني,0,0,True,0.009940829,0.9900592
نيفو السادسه ابتداءي جاي حمار كيما انت تنعتلي واش اندير ياحمار ياخاين عرضك او مديتو روح احكي حكايتك لزيطوط,1,1,True,0.99917895,0.000821054
المغرب عندو الزطله وحنا عندنا القمح كي تصب في مارس العام يجي مليح,0,0,True,0.0038690493,0.99613094
اكبر قحبا وبنت حرام هيا هدي تنيك لويسكي وتحرض فشعب وتجي تعطي علينا ان منعندي روحي تخدمي لباس,1,1,True,0.9996153,0.00038468838
كل ماقلتيه على الحثاله المازدا قليل عليه الشرفاء من ابناء الوطن بعرفونه ويعرفون بانه ماجور,1,1,True,0.9960752,0.003924787
اسمح في خدمتك عند ربراب وارواح معانا ولا جاتكم غير علي البوليسي,0,0,True,0.01873297,0.98126704
الموهبه ياجريده الخزي والعار هد موهبه الزني والعهر والفجور,1,1,True,0.8793623,0.120637715
ربي يهدي,0,0,True,0.020606274,0.9793937
مبروك خويا امير يدوملك ويحفظك اله وترجع سالما غانما لاهلك والجزاءر العام باذن اله اثق اله بقاش قد لي فات,0,0,True,0.0447337,0.9552663
اله يرحمك,0,0,True,0.0373007,0.9626993
على حساب هدرتك على مولوديه توجور سور دارولك بونت في فيراج سود,1,1,True,0.8350913,0.1649087
tfooh ya kalb dobaba,1,1,True,0.9752627,0.024737298
واله غي كافي,1,1,True,0.9423647,0.057635307
في سبيل التذكير فان ربراب قام باستوراد الحديد المشع من اكرانيا حيث بعد حادثه تشرنوبيل النوويه قامت اكرانيا بدفع اموال من اجل التخلص من الحديد المشع ربراب قام باحضاره بيعه للجزائريين هذا ما يفسر الارتفاع الكبير في عدد المصابين بالامراض السرطانيه كذلك الكثير من الامراض التي لم يستطع الاطباء تشخيصها نسال المولى عز جل ان يعاملك بعدله,1,1,True,0.7264042,0.2735958
حتشون يمااك,1,1,True,0.8973345,0.102665484
زيدلها الطماطم الاف بعد مكان الفين وخمس ميه للكيلو,0,0,True,0.032245524,0.9677545
حريه تعبير رانا في بلاد الديمقراطيه لا لا هو حر ونحن كجزائريين نستقبل الناس المحترمين ولي يحبونا من,0,0,True,0.005948757,0.9940512
عرفتها تكمل كما هك داروها لبارح فالبندا لتحت نتاع نشره عرفتها بلي يستوهم باه يديروش مظاهره عصابه بمعنى لكلمه,1,1,True,0.9908477,0.009152293
خصني هذي الروميكس والله سيريو,0,0,True,0.021936916,0.9780631
الاخرار لو كنت بالفعل حر لكنت تناضل من الداخل,1,1,True,0.5203893,0.47961068
نكرهو ومانتبعوش بصح مانقبل حتا كلمه كلبه كيما هادي,1,0,False,0.3503866,0.6496134
nta bach talha9 crb lazemlk kho 😉,0,1,False,0.7779074,0.22209263
nktha,1,0,False,0.34082735,0.65917265
مبروك وديما عقابهم ولاد الحركه الكلاب,1,1,True,0.99752957,0.0024704337
تقرب نقاط البيع الرسميه لكوندور,0,0,True,0.0042339507,0.99576604
كاين سندويش فريت اوملات بالعدس,0,0,True,0.0068753073,0.99312466
هذا العبد كان يدعي في كعبه لبوتفليقه ودك مع يسعد ربراب وغدوا معرف معامن,1,1,True,0.92307395,0.07692605
ماشافوش شكيب خليل ماشافوش عمار سعيداني ماشافوش السعيد بوتفليقه ماشافوش بهاء طليبه ماشافوش ابن القايد صالح شافو غير القبايل حداد اويحيى ربراب راكم فاهمين 😉قيوو فقو تمثيلا ترحلو يعني ترحلو,0,0,True,0.005413961,0.99458605
بالله عليكم هل يستحق ربراب الدفاع عليه وكل هذا التهريج حتى ملال شرفطها كاتشوب بنعناع والله سماطه شركه ولديها محامين ومحاسبين ويحاسب باسم القانون راه في التحقيق راه قادر على روحو نترك العداله اذا مادار حتى حاجه راه برئ من التهم البلاد ونديرو راينا تحيا الجزائر,1,1,True,0.9337402,0.0662598
ديرش هذو الخرطي المولوديه كيان اسلام فريق تاع شهداء نادي الطبقه الفقيره ❤💚,0,0,True,0.29688242,0.7031176
جيس كوبو الامام ✌️ 🎩,0,0,True,0.03972997,0.96027005
اولاد الزواوله تتفكرهم هاذ البلاد غير في الدمير,1,1,True,0.7839541,0.21604592
عفى الله عما سلف فهم من الشعب ظروفهم صعبه كان الله في عونهم,0,0,True,0.10000117,0.89999884
اذا الشعب يوما اراد الحقيقيهلابد ان لا تسمع لمخنث مثل المازدا,1,1,True,0.96502733,0.034972668
كونيناف سويسري,0,0,True,0.0869001,0.9130999
الصحفي غسل هذا الحيوانات يلبسو وما علبالهمش واش يقودو تفوو الله يلعنكم,1,1,True,0.91806906,0.081930935
قالمه حابه نشري طباخه جاده وين نقطه البيع,0,0,True,0.0019063678,0.9980936
المقاطعه حل عقابي يستجيب التاجر يحترم مستهلك بضاعته,0,0,True,0.07572244,0.92427754
الادمين ملحد باين علابيها ماعلابالوش بلي الناس يعبدو ربي,1,1,True,0.9974942,0.0025057793
خونه,1,1,True,0.7737248,0.2262752
مصدر المعلومه لا للفتنه,0,0,True,0.032927576,0.9670724
الازمه عالميه وحنا رانا لمخيرين ونتا واش قودك وشكون شكالك,1,0,False,0.36916712,0.6308329
ران خدام البروند برودوي فور بزاف,0,0,True,0.21239886,0.7876011
لي عندو الفوطو تع ترمتو يبعتهالي,1,1,True,0.9755687,0.024431288
زيد جماعه,0,0,True,0.06834809,0.9316519
زيد معاها قايد صالح شنقريحه تجي شابه,0,0,True,0.14342374,0.85657626
بون مفروغ بلي كعبه بروتي بصح الكارثه الكبيره لي راهم يتبعو الزيطوط علاش يا الاحرار علاش,1,1,True,0.7370589,0.26294112
لماذا التضامن مع ربراب عدم التضامن مع حداد سؤال بريئ 😏,0,0,True,0.08585759,0.91414243
ما ديرش mca مع هذو الخرطي المولوديه كيان اسلام فريق تاع شهداء نادي الطبقه الفقيره ❤💚,0,0,True,0.20886928,0.7911307
اليد الجزائريه تصلح فقط في البرلمان لا غير,0,0,True,0.090333976,0.909666
اهميه الحريه الحريه تعمل السماح لاشخاص بان يمارسوا قدراتهم المكان,0,0,True,0.0031974823,0.9968025
وي كاينا,0,0,True,0.034815468,0.9651845
تاي,0,0,True,0.34082735,0.65917265
ربي يحفظك اخي العربي سلامي الي كل الاحرار الجزائر لا للانتخابات مع العصابات يجب ان تدهب حكومه الخردا القايد الفايح ولاحاسين الرونجاس,1,1,True,0.7240066,0.2759934
عندو الحق موالف ياكل فريت اوملات بالرخس يا محاينك الدموع طاحو الضحك عجبني سكت شويه زبلها كي بالبيض,1,0,False,0.21283552,0.78716445
الحمدله جامي درت حاجه هادي,0,0,True,0.0029280738,0.9970719
انت اكبر مستفيد ربراب وشيات كبير,1,1,True,0.9993223,0.0006777048
هاذي لخامجه عندها طفله معا قسنطيني يسميوها اناس,1,1,True,0.9973955,0.0026044846
طر يا المازدا,1,1,True,0.99013233,0.009867668
روحي تلعبي يا الصحفيه منيش نتقدها نتقدك نتي لي عندك اسلوب كلام تعرفيش تهدري ظياف تاعك,1,1,True,0.9997173,0.00028270483
مبروك خونا امير وربي يوفقو ❤️🌹,0,0,True,0.008255946,0.99174404
شهاده عميل معتمد ماشي اعلامي انت خرجت من الدراسه الخامسه حيوا ني وليت اعلامي فرخ,1,1,True,0.9991748,0.0008252263
مانسيتش اله تربحكوم,1,0,False,0.19561043,0.8043896
امشي نيك انت ولاخرار انتاعك,1,1,True,0.9998549,0.0001450777
جزاءر تبون,0,1,False,0.8729032,0.12709677
هادو تراميهم ما رحموهاش يرحمو باباهم,1,0,False,0.28720796,0.71279204
عندو حكطي تاع راك تعرف بلا منقولها,1,1,True,0.8086725,0.19132751
يحدث وصول رجل الاعمال يسعد ربراب محكمه سيدي محمد بالعاصمه,0,1,False,0.5879342,0.4120658
المهم فزنا على الفرق القويا مثل غمبيا والمغرب والكاميرون,0,0,True,0.006331513,0.9936685
ربي يحفظك استاذنا اله يعطيك تمني انت اروع استاذ ربي يوفقك حياتك شاء اله اصحاب الجنه امك اله يرحمها ويغفر ☝✨,1,1,True,0.96244675,0.03755325
اين ياتري ياجزاءر احبك يابلدي وكم اعشقك🥲,0,0,True,0.0069546117,0.9930454
واله عندنا اختها وتغفل وتبيتها شاعله الصبح ربي يرحمكم,0,1,False,0.52602124,0.47397876
عذبكم السيد يتمنيك ماشي نيتو ضركم ضركم علابالي كيما علابالكم,1,0,False,0.22408606,0.77591395
نيك مك يا وليد القحبه,1,1,True,0.9999232,7.677078e-05
بسكره علاش حاقرينها وينكم منها,0,0,True,0.0332305,0.9667695
مكاش مكعبات كيما نتوما هخ,1,1,True,0.9337412,0.06625879
mca chwaker,0,0,True,0.17694776,0.8230522
اواه نكمل خير مابقاش بزاف,0,0,True,0.06635523,0.9336448
حي الله الحمار,1,1,True,0.38943142,0.6105686
رابي يحفظك ويسترك من عبله نشالله,0,0,True,0.18321972,0.81678027
يجب رفع شعارات رافضه لخروج الجيش الساحل,0,0,True,0.0018737039,0.99812627
الجزائر من نهار استقلينا وهما يسرقو مفقرتش مزيه ربي يشوف لينا,0,0,True,0.0079073245,0.99209267
اله عز وجل الرزاق لذا احذف منشورك يا,0,0,True,0.024099074,0.97590095
بو كلبون,1,1,True,0.9808921,0.019107878
القايد راه يصفي حسابو مع القبايل حداد ربراب اويحي باي وين راهم السعيد او طحكوت طليبه شكيب خليفه شعب لي يجي يحشيلو,1,1,True,0.87611055,0.123889446
سءال واله يا امير منين راك تخلص,0,0,True,0.1481194,0.8518806
زيد اكشفهم انت ديمقراطي,0,0,True,0.13963859,0.8603614
وجوه الشر مالقيتو ماتهدرو راعي مسءول راعيته والي حاب تدخل النار ربي يسهل علاه تهدرو مواضع فضح,1,1,True,0.9932172,0.0067828298
هاا راك كبير,1,1,True,0.8935717,0.106428325
الاءمه خرج فيهم الدجال لاتبعوه,1,1,True,0.95058906,0.04941094
لعنكم الله اتحدث عنك فقط امثالك ايضا,1,1,True,0.90714496,0.092855036
nik ymak si tmurth l9bayel 😡,1,1,True,0.9996706,0.00032937527
ماشاء اله تعليقات تليق بك ايها الرويبضه يا زنديق,1,1,True,0.90607184,0.09392816
مانيش من متابعي هذو لي هدرت عليهم حتى لباج تاعك دايرها طريق مي من منشوراتك باين عليك كعب كبير,1,1,True,0.99943906,0.0005609393
الشعب يستقيل,0,0,True,0.18384856,0.81615144
ربراب سراق وتابع لتوفيق,1,1,True,0.9987857,0.0012143254
الله يعوضهم نشاا الله قدرا الله ماشاا,0,0,True,0.0061402945,0.9938597
يافرطاس ياخامج,1,0,False,0.32485312,0.6751469
احكو لزند الحيوان وزير العدل المصري,1,1,True,0.9808108,0.019189179
هدي لناس لي يقولك اروح لبلاد واهدر هوما الخارجوهبلوهم,0,0,True,0.2635646,0.7364354
اله يفرجها عليكم,0,0,True,0.015059369,0.98494065
اتكلم نفسي,0,0,True,0.25946674,0.74053323
🐸 ختك,1,1,True,0.99318933,0.006810665
نسيت هذي تحب بزاف هذي,0,0,True,0.003303876,0.9966961
الحريه الاستقلال الطغمه العسكريه المافيا الارهابيه تسقط المافيا العسكريه,0,0,True,0.12447229,0.87552774
روح نكمك روح 🤓,1,1,True,0.99955374,0.00044625998
مام انت كيمي هوا علاش غاضك,1,1,True,0.8155163,0.1844837
baynd mamidou hada mdiroch 3lih,1,1,True,0.7857358,0.21426421
الدنيا الدواره,0,0,True,0.0385306,0.9614694
اعلا واش تحوسو ربراب شغل اله الجزاءر ملزمش يتحاسب قلتو بوفوار اساسان ام يتحاسبو غع,1,0,False,0.028361274,0.97163874
مابقيلكش قاوي المخنز,1,1,True,0.8511908,0.1488092
تبون الجيش يخرجش لمالي بامر ماكرون او طبطب,0,1,False,0.82517,0.17483002
قدور الهايشه مزال يحوس يتصور المير,1,1,True,0.96624506,0.033754945
من كان يعبد ربراب فربراب انتهى ولكن الجزائر الدوله قائمه للابد,1,1,True,0.7769015,0.22309852
