feature,coefficient,abs_coefficient
الهجوم,-2.480620928751355,2.480620928751355
اليابان,-2.4792802744459905,2.4792802744459905
غردايه,-2.4791487133291805,2.4791487133291805
المحتله,-2.478709710769659,2.478709710769659
ouled,2.4785733870760382,2.4785733870760382
تسمى,-2.4770341613290188,2.4770341613290188
يدها,2.4770019081157186,2.4770019081157186
3lina,2.4761810095427212,2.4761810095427212
مزال مزال,-2.475132532358043,2.475132532358043
الجنسيه الفرنسيه,-2.474869430721097,2.474869430721097
هداك,2.474018363932729,2.474018363932729
العقوبه,-2.4736317330901754,2.4736317330901754
بيع,-2.472270742280523,2.472270742280523
ولوكال,-2.4713272205618058,2.4713272205618058
يربح,-2.468868794180889,2.468868794180889
استاذ الفاضل,2.4687033986475484,2.4687033986475484
والكلاب,2.4669030741506908,2.4669030741506908
لامريكا,2.4660321799553953,2.4660321799553953
مشي عسكريه,2.465898922813034,2.465898922813034
يديرها,-2.4638288042938403,2.4638288042938403
وعلاش,-2.463610091902432,2.463610091902432
وقيله,2.4631747415684706,2.4631747415684706
يعبدوهم,-2.4626366405900244,2.4626366405900244
الخري,2.4621346090800973,2.4621346090800973
يقوم,2.461649216418667,2.461649216418667
مفيده,2.46045265921386,2.46045265921386
تخسر,2.46038250842831,2.46038250842831
استحمار,2.4602627236008514,2.4602627236008514
المطالعه,-2.4590350227149416,2.4590350227149416
نسقسيكم,-2.4578926651511948,2.4578926651511948
متوفره,-2.4576271918084176,2.4576271918084176
رشيد,2.457610527907864,2.457610527907864
بشحال,-2.4559066115305135,2.4559066115305135
بدايه,-2.455724288469777,2.455724288469777
الرحله,-2.455440868184296,2.455440868184296
نوضو,-2.4546269471073305,2.4546269471073305
عنصريه,2.454536842393797,2.454536842393797
دوم,2.4537021416681726,2.4537021416681726
تولد,-2.452561804648993,2.452561804648993
يتبعك,2.4524587240279647,2.4524587240279647
جو,-2.4515444129256263,2.4515444129256263
الخاءن,2.4495460990543316,2.4495460990543316
شيعه,2.4491069225983764,2.4491069225983764
نسب,2.448647368281538,2.448647368281538
فلن,2.4483128842751345,2.4483128842751345
عباده,2.4468897629656046,2.4468897629656046
القديمه,-2.4468571400752834,2.4468571400752834
الصحراء,2.4465194976598172,2.4465194976598172
ثمن,-2.4453107666080474,2.4453107666080474
شحال مليحه,2.4443377904870434,2.4443377904870434
نقدر نشري,2.4442607417966737,2.4442607417966737
الحقره,2.443961773417432,2.443961773417432
يصل,2.4438893253410763,2.4438893253410763
قالمه,-2.443216188969416,2.443216188969416
عملي,-2.4424232617973978,2.4424232617973978
جماعه القايد,2.4416981759437246,2.4416981759437246
للبلاد,2.4413752541960707,2.4413752541960707
القدم,2.441034013960721,2.441034013960721
وكنت,-2.4407021326022167,2.4407021326022167
تعطيو,2.437943137017571,2.437943137017571
براندت,-2.437595061572792,2.437595061572792
فداء,-2.435225053295503,2.435225053295503
يارب,-2.4351622582387034,2.4351622582387034
عطاو,2.434816064594626,2.434816064594626
ياكلب,2.4346481867331202,2.4346481867331202
اصلا,2.434428399833188,2.434428399833188
وجه الشر,2.434098382100343,2.434098382100343
اعوذ,2.4338374065629664,2.4338374065629664
وانت اقعد,2.432823223827156,2.432823223827156
عمك,-2.4318330145298517,2.4318330145298517
لجيش,2.4306382495318837,2.4306382495318837
دشره,2.429624968559816,2.429624968559816
والشيته,2.4277040934728737,2.4277040934728737
الريزو,-2.4270373784150476,2.4270373784150476
فورا,2.4255412864511676,2.4255412864511676
البترول,2.4252184692534393,2.4252184692534393
مانع,2.42469717810973,2.42469717810973
والعداله,2.4246878039621644,2.4246878039621644
ماتخافش,2.4245933212129613,2.4245933212129613
يحدث,-2.4227722488825076,2.4227722488825076
سطيف,-2.422658376081093,2.422658376081093
الب,2.421563323703965,2.421563323703965
يوجد,-2.420748031156626,2.420748031156626
زيطوطه,2.4206733497105093,2.4206733497105093
يارخيس,2.419576439319292,2.419576439319292
الكلبه,2.419357900033928,2.419357900033928
الفاحش,-2.417784552726318,2.417784552726318
ملا,2.417470390588822,2.417470390588822
يبقاو,2.416868292331666,2.416868292331666
المتخلفين,2.416571179130371,2.416571179130371
دورجين,2.415926621993752,2.415926621993752
ربي يشفيه,2.4151450283286517,2.4151450283286517
منك,2.41505653187422,2.41505653187422
هدا الكلام,-2.413722508736543,2.413722508736543
فسوف,2.4127641594223483,2.4127641594223483
انها,-2.412469778494339,2.412469778494339
انقرضو,2.412344977130295,2.412344977130295
اقول,2.4115562120326834,2.4115562120326834
سادويتش,-2.4112140646196663,2.4112140646196663
نتيجه,2.4111905784016088,2.4111905784016088
نقولهم,2.4109139043914953,2.4109139043914953
يستجيب,-2.4085047425034487,2.4085047425034487
حذاري,2.4082833142570625,2.4082833142570625
قدك,2.4076013290399776,2.4076013290399776
صوالحو,2.406781921701012,2.406781921701012
ولد,2.406439262113723,2.406439262113723
ظهر,2.406212277576686,2.406212277576686
رجوع,-2.4059460681149436,2.4059460681149436
الشعار,2.4057702834636085,2.4057702834636085
بترول,-2.4052177425343575,2.4052177425343575
غاليه,2.4050275224039788,2.4050275224039788
سامه,2.4035349214336494,2.4035349214336494
يلحق,-2.402997039485904,2.402997039485904
يحبش الخير,2.402734589416293,2.402734589416293
بو,2.402369103906089,2.402369103906089
اعلان,-2.39920778701658,2.39920778701658
امازيغي حر,2.398382236483407,2.398382236483407
الاواني,-2.3983141593965174,2.3983141593965174
الفرصه,-2.3979441634520557,2.3979441634520557
يوصل,-2.397874092281396,2.397874092281396
يرحم الوالد,-2.397647345469502,2.397647345469502
العسكريه,-2.397054840574916,2.397054840574916
حاسبهم,2.39681608313664,2.39681608313664
حسابك,2.3964984123427193,2.3964984123427193
hechon,2.3959715676007596,2.3959715676007596
عم,-2.3951906831617213,2.3951906831617213
ماهيش,-2.3949672436883573,2.3949672436883573
تحريض,2.3946129267168894,2.3946129267168894
معنى,-2.3941291761236414,2.3941291761236414
طحاحنه,2.3941033484877714,2.3941033484877714
البسبوسه,-2.3940443100596833,2.3940443100596833
بجايه تيزي,-2.394041484821397,2.394041484821397
كونيناف ربراب,-2.393094869997993,2.393094869997993
اعطوني,-2.3930069288764324,2.3930069288764324
ياناس,-2.3919807571928255,2.3919807571928255
الجزايرين,2.391307742048408,2.391307742048408
نشر الفتنه,-2.3910079805499036,2.3910079805499036
مرات,2.3906317808323885,2.3906317808323885
الصبر,-2.388730833478624,2.388730833478624
الاخبار,-2.3857929320285995,2.3857929320285995
خويا لطفي,2.38412632127207,2.38412632127207
وميعرفش,-2.383710944029644,2.383710944029644
بنينه,-2.383437139262319,2.383437139262319
يولد,-2.3833596322426462,2.3833596322426462
dawla,-2.3818548816974037,2.3818548816974037
منظمه,2.3816998206276585,2.3816998206276585
تشبع,2.3816447218603978,2.3816447218603978
الزامل,2.3797585274065596,2.3797585274065596
وهذي,2.379734683239114,2.379734683239114
زينو,2.378121893623451,2.378121893623451
بع,2.377891501550637,2.377891501550637
الشيات,2.3776902771212365,2.3776902771212365
لمواطن,2.376421653888223,2.376421653888223
زادا,-2.3763581875100375,2.3763581875100375
تحيه,-2.376207666456459,2.376207666456459
بالفيديو,2.37545280615874,2.37545280615874
المستويات,-2.375205992625864,2.375205992625864
الاولاد,-2.37383596223712,2.37383596223712
لخراي,2.3730212440239926,2.3730212440239926
دنيه,2.3728761700038525,2.3728761700038525
هذوك,-2.3727210346857595,2.3727210346857595
الكوشه,-2.3716905508461634,2.3716905508461634
يتنحاو,2.3716181698478707,2.3716181698478707
سقسي,-2.3711478379298927,2.3711478379298927
روحو تقودو,2.369870790170148,2.369870790170148
كون جيتي,2.369600383805574,2.369600383805574
الاغنيه,-2.3690619443567846,2.3690619443567846
كبول,2.3683157371027885,2.3683157371027885
فراس,2.3674466141856514,2.3674466141856514
وتشوف,2.3669986254533715,2.3669986254533715
عنوانكم,-2.366686585770168,2.366686585770168
خسرت,-2.3661948286570595,2.3661948286570595
يسيبورتي,2.3658572955559785,2.3658572955559785
دوله مدينه,2.3658199279751684,2.3658199279751684
جديده جزائر,2.3654355074004627,2.3654355074004627
تموتوا,2.364670532464874,2.364670532464874
بروبلام,-2.3638319650395205,2.3638319650395205
عمدا,-2.3637498798174814,2.3637498798174814
نيكماتهم,2.363698863175113,2.363698863175113
lqahba,2.36360690237152,2.36360690237152
عوده,2.363285135692289,2.363285135692289
لفرنسا,2.3632163166293556,2.3632163166293556
وعود,-2.3629957557295995,2.3629957557295995
الحمله الانتخابيه,-2.361636907520849,2.361636907520849
ينادون,-2.361258671887197,2.361258671887197
الف مبرووك,-2.3612400326235377,2.3612400326235377
ماميدو,2.3607321185587034,2.3607321185587034
قالت,-2.3605462230397216,2.3605462230397216
اطلاقا,2.35980617941352,2.35980617941352
شعار,-2.3598049427621723,2.3598049427621723
تنساش,2.3592198241970888,2.3592198241970888
نعل,2.3583637157826143,2.3583637157826143
الاخت,-2.358276459164074,2.358276459164074
شريتها,-2.3563281393881295,2.3563281393881295
محل,-2.3557945613063325,2.3557945613063325
سؤال,-2.3541661251793706,2.3541661251793706
مصريه,-2.3535622270961642,2.3535622270961642
بيت الراحه,2.353430437416251,2.353430437416251
بحجم قاره,2.353088451855578,2.353088451855578
بوتسريقه,2.3529945586619503,2.3529945586619503
فارغ,2.3526942110417197,2.3526942110417197
يعسوا,-2.35249862939516,2.35249862939516
مانديرو,-2.35230749033461,2.35230749033461
عمي ربراب,-2.352041028952091,2.352041028952091
جابوه العسكر,2.3519813257553173,2.3519813257553173
برج,-2.3516748827821745,2.3516748827821745
نتاعك,2.3511161216552936,2.3511161216552936
يتبعهم,2.3505306760475277,2.3505306760475277
الدرجه,2.349348443541554,2.349348443541554
حلوف,2.346262170464085,2.346262170464085
بهدا,-2.3458299651671015,2.3458299651671015
النسل,-2.3452409821904903,2.3452409821904903
بقا,-2.3428645954184026,2.3428645954184026
فقيرا,-2.341078589818482,2.341078589818482
يدمرهم,2.3409397876355107,2.3409397876355107
جزاءر جديده,2.340590864627461,2.340590864627461
ربي يهديكم,2.340022959271637,2.340022959271637
ربراب فرنسي,-2.3393572245153416,2.3393572245153416
يلحقش لعنب,2.3378243404586474,2.3378243404586474
ماماك,2.3365968651853377,2.3365968651853377
سكران,2.334593549035822,2.334593549035822
الفرق,-2.3342693667926113,2.3342693667926113
ويضحك,2.334221431402762,2.334221431402762
حتشون يماك,2.332708190205245,2.332708190205245
يوفقك خويا,2.332603352204381,2.332603352204381
مهنه,-2.3308740440401996,2.3308740440401996
الجزايريه,-2.330837878698713,2.330837878698713
يحب,2.3306612098673396,2.3306612098673396
يدعي,2.3300140176714232,2.3300140176714232
نبح,2.3297359443435983,2.3297359443435983
يكذبو,-2.329400929803041,2.329400929803041
المعني,2.328056179240826,2.328056179240826
بخير,-2.326258092252433,2.326258092252433
بحاجه,2.32496630393341,2.32496630393341
رخص,2.3241853704441415,2.3241853704441415
قليطي,2.3241061075118132,2.3241061075118132
الراعي,-2.323762628327545,2.323762628327545
واصبحت,2.32267540627809,2.32267540627809
زيت,-2.321862625189738,2.321862625189738
خريه,2.3208727870314,2.3208727870314
ساعه,-2.3205943469413746,2.3205943469413746
غلق,-2.320311872405206,2.320311872405206
جدار,-2.3198049076797242,2.3198049076797242
تناك,2.319097925325859,2.319097925325859
تطبيق,-2.318575764794507,2.318575764794507
فالدزاير,-2.317823959655999,2.317823959655999
بالفرونسي,2.3172618707586565,2.3172618707586565
الاسد,-2.317228736260884,2.317228736260884
لبيع,-2.316721911017657,2.316721911017657
خوا,-2.3166038880171755,2.3166038880171755
خرج الشعب,2.3164707972514997,2.3164707972514997
نحتشون,2.3163994887831003,2.3163994887831003
بقاو,-2.31559880087881,2.31559880087881
زوجها,2.3140574238356773,2.3140574238356773
النور,-2.3137521476864698,2.3137521476864698
يحل,2.3134277832798738,2.3134277832798738
يحكو,2.3134025130941587,2.3134025130941587
الحرقه,-2.313194592480669,2.313194592480669
صاحب,2.311894677655626,2.311894677655626
يرحم القايد,2.311554781461043,2.311554781461043
تقولي,-2.3114745866496578,2.3114745866496578
يديكم,2.3098988643027325,2.3098988643027325
هرب,2.309551267782961,2.309551267782961
ينال,-2.3094784286130774,2.3094784286130774
فساد,2.3093269156371257,2.3093269156371257
وكذب,2.30928222058823,2.30928222058823
حسني,2.3089555654604896,2.3089555654604896
يدخلو,2.308298397044478,2.308298397044478
طع,2.3081889431134446,2.3081889431134446
تخلا,2.3081412870127465,2.3081412870127465
بان,2.3075955570986997,2.3075955570986997
ملايين,-2.3073030080570844,2.3073030080570844
مر,2.303164044103803,2.303164044103803
غلا,2.303125204371737,2.303125204371737
غساله,-2.302972364484482,2.302972364484482
ولاد الحرام,2.3018533070267893,2.3018533070267893
ياخانز,2.3015625674315436,2.3015625674315436
باه,2.3010027399320863,2.3010027399320863
الخائن,2.3004991827723953,2.3004991827723953
يعلمون,-2.29831197536625,2.29831197536625
بالناس,2.2980455378579725,2.2980455378579725
ياكل,2.2974619404193937,2.2974619404193937
الغيره,2.2970098040965174,2.2970098040965174
مسانده,-2.296296875717957,2.296296875717957
افتحو,-2.2961773121447364,2.2961773121447364
انشالله,-2.2961003353430502,2.2961003353430502
روحي شوفي,-2.2948812829129572,2.2948812829129572
طاءره,-2.294182430950775,2.294182430950775
الوضع,-2.2927906410505265,2.2927906410505265
كبش فداء,-2.291973115023137,2.291973115023137
وافتخر,-2.290924300535679,2.290924300535679
تدي,2.2904581163188467,2.2904581163188467
رجلو,-2.289161543684401,2.289161543684401
الخطر,-2.288569497804553,2.288569497804553
وحدو,-2.2885199677243757,2.2885199677243757
داو,2.287817727677791,2.287817727677791
حر,-2.2875403410856707,2.2875403410856707
دراهمكم,2.285133493382543,2.285133493382543
متسرب,2.2848899723310416,2.2848899723310416
متسرب مدرسي,2.2848899723310416,2.2848899723310416
مدرسي,2.2848899723310416,2.2848899723310416
فالشارع,-2.284758709176573,2.284758709176573
القمه,-2.284011032202643,2.284011032202643
الخاص,-2.2837719145287347,2.2837719145287347
ضحايه,-2.283389367924981,2.283389367924981
الكدب,2.282299474620312,2.282299474620312
الخل,-2.2818600078967255,2.2818600078967255
ازول ازول,-2.2817381594639574,2.2817381594639574
قعرتها,2.2815350743424854,2.2815350743424854
نك,2.280893007384894,2.280893007384894
اهدر,2.2808684221868427,2.2808684221868427
مقمل,2.2806047741298365,2.2806047741298365
ريحت,-2.2797158011808674,2.2797158011808674
جال ربراب,2.27888575698359,2.27888575698359
lfitna,2.2773606370387465,2.2773606370387465
نقدر,-2.276831943063416,2.276831943063416
العربي,-2.2763873147009437,2.2763873147009437
لهاد الدرجه,2.2761795135135765,2.2761795135135765
تيعو,-2.275957196335432,2.275957196335432
مجهول,2.2757456991471,2.2757456991471
بومدين,2.275644634264495,2.275644634264495
ربراب غيره,2.275354203429149,2.275354203429149
نهار,2.2751887070650447,2.2751887070650447
وحده شريك,-2.2748555647926603,2.2748555647926603
وطن,2.272210226651419,2.272210226651419
الله الله,-2.2717755240021176,2.2717755240021176
ماني,2.271680103119508,2.271680103119508
المدبر,2.2716515578727767,2.2716515578727767
حدود,-2.2715153010724958,2.2715153010724958
الدينار,-2.270058098397535,2.270058098397535
يجيبوا,-2.2699964722389945,2.2699964722389945
الفرفاره,2.2697273475176836,2.2697273475176836
عيناني,2.268788540108828,2.268788540108828
grave,-2.2684771885020814,2.2684771885020814
اسمحلي,-2.267303747575042,2.267303747575042
الطلبه,-2.2664593456936717,2.2664593456936717
وتبا,2.266457325756266,2.266457325756266
قدس,-2.2656601918699426,2.2656601918699426
الرساله,-2.2653334649540553,2.2653334649540553
الهجاله,2.2638441745521902,2.2638441745521902
اشتريته,2.262183072778524,2.262183072778524
ليكم,2.2621107453910474,2.2621107453910474
ثقه,-2.262082243711125,2.262082243711125
الصيف,-2.2614789330865523,2.2614789330865523
بالجزاءر,-2.261174658611335,2.261174658611335
تهدر مولوديه,2.2605054258682684,2.2605054258682684
المجاهدين,-2.260355023851437,2.260355023851437
اويحيا,-2.2596820256207475,2.2596820256207475
سيريو,-2.2596660019243298,2.2596660019243298
تهبل,-2.259544628316563,2.259544628316563
لفاهم,2.259095721052202,2.259095721052202
الرسميه,-2.257617590669557,2.257617590669557
اعلم,-2.2567213070789354,2.2567213070789354
مسلم,2.2564386114574857,2.2564386114574857
اتقو الله,2.25514965006341,2.25514965006341
نهبل,-2.2533851667367637,2.2533851667367637
يتفرجو,-2.2530582741602325,2.2530582741602325
خطا,-2.2528018940478325,2.2528018940478325
يدافعو,2.252329527514458,2.252329527514458
البلطجيه,2.2517580182694097,2.2517580182694097
صمت,2.251154336221263,2.251154336221263
ريح طاح,-2.2506111388801227,2.2506111388801227
تشجع,-2.250144598921508,2.250144598921508
المراه الجزائريه,2.249932332382378,2.249932332382378
تجري,-2.2489297232669174,2.2489297232669174
اشباه,2.248923381345033,2.248923381345033
نتمكن,-2.2488781996066036,2.2488781996066036
طريق,-2.24839221422451,2.24839221422451
حمد,-2.248331176576798,2.248331176576798
يحطونا,2.2473733765201125,2.2473733765201125
لبس,-2.2473641842730117,2.2473641842730117
اشياء,-2.247306624338968,2.247306624338968
يسيبورتي مولوديه,-2.247036344875161,2.247036344875161
زيتوت,2.245515907366113,2.245515907366113
خصاره,2.245050210814276,2.245050210814276
كرفه,2.2446260086518257,2.2446260086518257
مزالهم,-2.2439432916430206,2.2439432916430206
العافيه,2.2434422864265176,2.2434422864265176
رفيق,-2.243255509179696,2.243255509179696
نكتنا بيها,2.242924141634567,2.242924141634567
نكتنا,2.242924141634567,2.242924141634567
يرزقك,-2.2427241667559583,2.2427241667559583
ماليه,-2.2424720108266722,2.2424720108266722
فرنسيه,2.2420894493518913,2.2420894493518913
اقعدو,2.241941989316275,2.241941989316275
لعار,-2.241566160405857,2.241566160405857
الدستور,2.241256669344533,2.241256669344533
البريك,-2.240884040150356,2.240884040150356
يدعموه,2.2404580481381493,2.2404580481381493
وزيت,2.239301960194864,2.239301960194864
تصلو,2.239170518656808,2.239170518656808
غالطه,2.238394550271096,2.238394550271096
عبر,-2.23837691998226,2.23837691998226
يشق,-2.238225688211214,2.238225688211214
تاعنا,2.2374085449129173,2.2374085449129173
كتبت,-2.2373934189975495,2.2373934189975495
نحبها,-2.237389456165208,2.237389456165208
ياوحد,2.237198750186629,2.237198750186629
القانون,-2.2361041002260253,2.2361041002260253
صافي,-2.235770977077828,2.235770977077828
اسباب,-2.235484667257639,2.235484667257639
الفءه,2.234520421420202,2.234520421420202
العمله,2.2341514856726596,2.2341514856726596
رحمه شفقه,2.233858759813009,2.233858759813009
خي,2.23335891940458,2.23335891940458
ناكلو,2.2331988499333515,2.2331988499333515
اتقوا,-2.232788372857448,2.232788372857448
اوروبا,-2.2315019826352476,2.2315019826352476
يدلك,2.2311612698802143,2.2311612698802143
الحليب,-2.23083987319875,2.23083987319875
الزجاج,-2.2300182256059307,2.2300182256059307
يشوفو,2.2292297566329036,2.2292297566329036
البيع,-2.2286395201183913,2.2286395201183913
ارهابي,2.227869656064241,2.227869656064241
ولاد فرنسا,2.227542864626443,2.227542864626443
ماهمش,2.2272185623660636,2.2272185623660636
البعض,2.2265711439618077,2.2265711439618077
اهبط,2.2246318838663437,2.2246318838663437
سيناريو,-2.2246199155865813,2.2246199155865813
اعراب,2.2243908108774346,2.2243908108774346
عندما,2.224080949210504,2.224080949210504
يرحمهم,-2.2234593077736764,2.2234593077736764
لباباك,2.2224990094781716,2.2224990094781716
اكبر,2.2207565273604457,2.2207565273604457
بصفتي,2.219648903823252,2.219648903823252
بدماء الشهداء,-2.218359624601973,2.218359624601973
الوفاق,-2.2181363269042973,2.2181363269042973
شابه,-2.2180957977817246,2.2180957977817246
لحكايه,-2.218023721419886,2.218023721419886
اشبع,2.217868355142634,2.217868355142634
ارضي,-2.2174496447439123,2.2174496447439123
قالك ربراب,2.2170999432723684,2.2170999432723684
افسدوا,2.215616634582906,2.215616634582906
رايح,-2.21497456612806,2.21497456612806
الفعلي,-2.214923134909082,2.214923134909082
تبغي,-2.21461652833671,2.21461652833671
اخوه,-2.213305989246086,2.213305989246086
تقول صح,2.213237626258185,2.213237626258185
تقريبا,-2.2126801877351014,2.2126801877351014
الملك,-2.2109095652870274,2.2109095652870274
نساء,2.2107097469536074,2.2107097469536074
راكم ديرو,2.2105584780864893,2.2105584780864893
ولد قدور,-2.210456084802653,2.210456084802653
يكن يوما,2.210242704298534,2.210242704298534
ترتاح,2.209695065804716,2.209695065804716
ربي يكون,2.208867197394749,2.208867197394749
شريك,2.208527849304691,2.208527849304691
الهاشتاق,-2.2070230540016036,2.2070230540016036
يتكلمو,-2.2067073549762664,2.2067073549762664
يطالبون باطلاق,-2.2045910464767307,2.2045910464767307
اموال,-2.203930430618642,2.203930430618642
كملوها,-2.203857986832767,2.203857986832767
رجله,2.2031449084032353,2.2031449084032353
والعار,2.2020060458462622,2.2020060458462622
يتسما,-2.201991392603512,2.201991392603512
يرحمها,-2.2017124777740493,2.2017124777740493
خويه,-2.2013917878955294,2.2013917878955294
ويحفظك,-2.2012496487053426,2.2012496487053426
الهي,2.2000836066559266,2.2000836066559266
شهيتني,-2.199863309464541,2.199863309464541
سيستام,2.198745135812868,2.198745135812868
الدي,-2.197942598152931,2.197942598152931
سعيد بوتفليقه,2.1976536501132116,2.1976536501132116
tout,2.197014623163851,2.197014623163851
حوست,-2.1962988616710124,2.1962988616710124
تبعي,2.1959461204846455,2.1959461204846455
للاسف,-2.1954460269283507,2.1954460269283507
شريته,-2.195346961472098,2.195346961472098
روحي صلي,2.194950222221784,2.194950222221784
يعس,-2.1942652536340517,2.1942652536340517
علامات قروب,2.193511719530703,2.193511719530703
صالح يكره,2.1930335531989953,2.1930335531989953
يجوز,-2.1930076370653797,2.1930076370653797
ولاد ربراب,2.192622416442326,2.192622416442326
المولوديه,-2.192573675533036,2.192573675533036
المشكله,2.191787857069938,2.191787857069938
نيتك,2.1906124621204603,2.1906124621204603
رزقه,-2.1905317855922877,2.1905317855922877
عاجل,-2.190384500367253,2.190384500367253
الانتخابات,-2.1903615478023966,2.1903615478023966
يكسر,2.1900211476863913,2.1900211476863913
يكسر ايديهم,2.1900211476863913,2.1900211476863913
الكبيره,2.1894874110978937,2.1894874110978937
يتبعو,2.1894082078660437,2.1894082078660437
انضمو,-2.1885027252340565,2.1885027252340565
مساكين,2.1876455234379764,2.1876455234379764
لعنكم,2.187496162091602,2.187496162091602
نقولك,2.1869834966730703,2.1869834966730703
يفتح,-2.1863057541320856,2.1863057541320856
حمله,2.185709072453378,2.185709072453378
يلزم,-2.185590691178038,2.185590691178038
رياضيات,2.1855230610925873,2.1855230610925873
يلعنكم,2.1852334491479777,2.1852334491479777
بسكو,2.184620384693106,2.184620384693106
ويقلك,-2.1845419987306887,2.1845419987306887
ربي يحفظك,2.1844752261309512,2.1844752261309512
عمي سلال,2.183832191432963,2.183832191432963
البلاد العباد,-2.1836876771426432,2.1836876771426432
النشور,-2.1831509453355795,2.1831509453355795
امان,-2.1829391156227045,2.1829391156227045
كاس جي,-2.18234270090054,2.18234270090054
دعوات,-2.1821208010417723,2.1821208010417723
الرابعه متوسط,2.181091984151651,2.181091984151651
متوسط,2.181091984151651,2.181091984151651
سياسه,-2.179752246298228,2.179752246298228
جمع,-2.179562456310605,2.179562456310605
bel,2.176751815260803,2.176751815260803
اطيب,-2.175560067932558,2.175560067932558
ملاين,-2.1744976876174333,2.1744976876174333
البقره,-2.1743699323581294,2.1743699323581294
يعود,-2.17423123889093,2.17423123889093
هاد,2.1734404818082567,2.1734404818082567
المسءوليه,-2.17324949848746,2.17324949848746
تلحق,-2.172888420137874,2.172888420137874
دمك,2.1727132491799446,2.1727132491799446
التخريب,2.1710416239960373,2.1710416239960373
الهزات,-2.1698547394130965,2.1698547394130965
عزيزه,-2.1665335921246682,2.1665335921246682
السب والشتم,-2.1658795163163442,2.1658795163163442
الارهاب,2.1657599291475895,2.1657599291475895
نييك,2.1649918565614086,2.1649918565614086
الصعبه,-2.1641463749812164,2.1641463749812164
الطغاه,2.1636168192156084,2.1636168192156084
بوعلام,-2.162649794487497,2.162649794487497
شئ,-2.162176052657619,2.162176052657619
الف الف,-2.1615279370059035,2.1615279370059035
ماتنساوش,2.161200953224555,2.161200953224555
جاتك,-2.160858795759719,2.160858795759719
ابيك,2.160656576438403,2.160656576438403
اوملات,2.160271650100725,2.160271650100725
هاهو,-2.160127918858048,2.160127918858048
جمله,2.1600023969042175,2.1600023969042175
زادكا,-2.1598408345174342,2.1598408345174342
نلحقو,2.1597598853063573,2.1597598853063573
قط,-2.1580500499307806,2.1580500499307806
صدقوني,2.158010160973608,2.158010160973608
مابين,2.1573800856397285,2.1573800856397285
السلام قبايلي,2.1564325436210714,2.1564325436210714
اتقي,-2.1559115744191955,2.1559115744191955
الحقوق,-2.1551002092110196,2.1551002092110196
مقوله,2.154855464953902,2.154855464953902
خبر,-2.154236596657317,2.154236596657317
النشطاء,2.153956941134684,2.153956941134684
وزبي,2.152230868775111,2.152230868775111
منطقه القبائل,-2.1517777067838773,2.1517777067838773
مانيش,2.151023696608968,2.151023696608968
يرحمو,-2.150852561458723,2.150852561458723
اولاد فرنسا,2.150349698268444,2.150349698268444
اسميتك,-2.1497446920114296,2.1497446920114296
تبع,-2.1493881696085233,2.1493881696085233
تفاعل,-2.1489286808223538,2.1489286808223538
معترف بيها,2.148628767148978,2.148628767148978
نضرب,2.147484011849879,2.147484011849879
ويرحم امك,2.1470373440328197,2.1470373440328197
بحجه دعم,-2.1460811876827517,2.1460811876827517
يباركلك,2.1459453385208773,2.1459453385208773
مراكش,2.1457150076951246,2.1457150076951246
والقاءمه,2.1441850618182796,2.1441850618182796
تحذر,2.143938519730973,2.143938519730973
الادب,-2.143725836687545,2.143725836687545
تحيا,-2.1436750127062,2.1436750127062
خويا امير,-2.142540686319798,2.142540686319798
درتو,2.1421539923360653,2.1421539923360653
مانعرفش,2.141524545691581,2.141524545691581
تولو,2.1414538133040644,2.1414538133040644
الحريره,-2.1409252609914247,2.1409252609914247
ترميك,2.1407511411565454,2.1407511411565454
اولاد,2.1404487068368367,2.1404487068368367
الرابط,-2.13970859908021,2.13970859908021
فافا,2.1388940669129033,2.1388940669129033
هدو,2.138754954342809,2.138754954342809
كنتم,2.1387530707214033,2.1387530707214033
عزه,2.1385783598488155,2.1385783598488155
قلي,-2.1384169792748433,2.1384169792748433
نعيمه,-2.1378361045176715,2.1378361045176715
الام,-2.137252808233431,2.137252808233431
ثروه,2.137221877950027,2.137221877950027
بروند,-2.1369290273916657,2.1369290273916657
ياولاد,2.1359822940490467,2.1359822940490467
يستاهل,-2.1359276293312033,2.1359276293312033
دخلنا,-2.1354567750954305,2.1354567750954305
بوخرص,-2.1349355441696267,2.1349355441696267
افكاره,2.134539725772529,2.134539725772529
العالم,2.1331463811747193,2.1331463811747193
والم,2.133067678703571,2.133067678703571
لله,-2.1323910127255363,2.1323910127255363
برافو,-2.1322206475856813,2.1322206475856813
لاني,-2.1319960822950814,2.1319960822950814
باينين,-2.1300488970182996,2.1300488970182996
قبره,-2.129726173436998,2.129726173436998
العلم,-2.1284351496773044,2.1284351496773044
حبس,2.1281772416704308,2.1281772416704308
الديمقراطيه,-2.128176285029908,2.128176285029908
دانون,2.1280497309555724,2.1280497309555724
وحد,2.1258351745369057,2.1258351745369057
لانه,2.125431385728156,2.125431385728156
غسله,2.124768980097721,2.124768980097721
كون,2.122592258561662,2.122592258561662
الخموس,-2.1213845911373537,2.1213845911373537
العمليه,2.12135647281348,2.12135647281348
الجامعات,-2.120856235426164,2.120856235426164
لغتك,2.1207886833488105,2.1207886833488105
يعطيكم الصحه,-2.1197475250642563,2.1197475250642563
نتاع الصح,-2.119636026675784,2.119636026675784
لزم,2.1192025895368483,2.1192025895368483
